id,class
204624,0
204625,1
204626,0
204627,1
204628,1
204629,0
204630,1
204631,0
204632,0
204633,1
204634,0
204635,0
204636,1
204637,1
204638,0
204639,1
204640,0
204641,0
204642,0
204643,0
204644,1
204645,1
204646,0
204647,0
204648,1
204649,0
204650,0
204651,0
204652,1
204653,0
204654,0
204655,1
204656,0
204657,0
204658,0
204659,1
204660,0
204661,1
204662,1
204663,0
204664,0
204665,1
204666,1
204667,0
204668,1
204669,0
204670,1
204671,1
204672,1
204673,1
204674,0
204675,0
204676,0
204677,0
204678,0
204679,0
204680,0
204681,0
204682,1
204683,1
204684,0
204685,1
204686,1
204687,0
204688,0
204689,0
204690,1
204691,1
204692,1
204693,0
204694,1
204695,1
204696,1
204697,0
204698,1
204699,1
204700,0
204701,0
204702,1
204703,0
204704,1
204705,0
204706,1
204707,0
204708,1
204709,0
204710,0
204711,1
204712,1
204713,0
204714,1
204715,1
204716,1
204717,1
204718,1
204719,0
204720,1
204721,0
204722,1
204723,1
204724,1
204725,0
204726,0
204727,1
204728,0
204729,1
204730,1
204731,1
204732,0
204733,1
204734,0
204735,1
204736,1
204737,1
204738,0
204739,1
204740,0
204741,0
204742,1
204743,0
204744,0
204745,1
204746,0
204747,0
204748,1
204749,0
204750,1
204751,1
204752,1
204753,1
204754,1
204755,0
204756,0
204757,0
204758,1
204759,0
204760,0
204761,0
204762,1
204763,0
204764,0
204765,1
204766,1
204767,1
204768,0
204769,1
204770,1
204771,1
204772,0
204773,1
204774,1
204775,1
204776,1
204777,0
204778,0
204779,0
204780,0
204781,1
204782,0
204783,0
204784,1
204785,0
204786,1
204787,0
204788,1
204789,1
204790,0
204791,0
204792,0
204793,1
204794,0
204795,1
204796,0
204797,0
204798,1
204799,1
204800,0
204801,1
204802,0
204803,1
204804,1
204805,0
204806,0
204807,0
204808,1
204809,1
204810,0
204811,1
204812,0
204813,0
204814,1
204815,0
204816,0
204817,0
204818,1
204819,0
204820,1
204821,0
204822,1
204823,0
204824,1
204825,1
204826,0
204827,0
204828,1
204829,0
204830,0
204831,0
204832,0
204833,1
204834,0
204835,0
204836,0
204837,0
204838,0
204839,0
204840,0
204841,1
204842,1
204843,1
204844,0
204845,1
204846,0
204847,0
204848,1
204849,1
204850,0
204851,0
204852,1
204853,1
204854,0
204855,0
204856,1
204857,0
204858,0
204859,0
204860,1
204861,1
204862,1
204863,0
204864,1
204865,0
204866,0
204867,0
204868,0
204869,0
204870,1
204871,0
204872,1
204873,1
204874,0
204875,1
204876,0
204877,0
204878,1
204879,1
204880,1
204881,1
204882,1
204883,1
204884,1
204885,1
204886,1
204887,1
204888,0
204889,1
204890,1
204891,1
204892,0
204893,0
204894,1
204895,1
204896,1
204897,0
204898,0
204899,0
204900,1
204901,1
204902,0
204903,1
204904,0
204905,1
204906,0
204907,0
204908,1
204909,1
204910,1
204911,1
204912,1
204913,1
204914,1
204915,0
204916,1
204917,0
204918,0
204919,1
204920,0
204921,0
204922,0
204923,1
204924,1
204925,1
204926,0
204927,0
204928,0
204929,1
204930,1
204931,1
204932,1
204933,0
204934,1
204935,1
204936,1
204937,1
204938,1
204939,1
204940,0
204941,1
204942,1
204943,0
204944,0
204945,1
204946,1
204947,1
204948,1
204949,0
204950,0
204951,1
204952,0
204953,0
204954,1
204955,0
204956,0
204957,1
204958,0
204959,1
204960,1
204961,1
204962,1
204963,1
204964,0
204965,1
204966,1
204967,1
204968,0
204969,0
204970,1
204971,0
204972,0
204973,0
204974,0
204975,1
204976,1
204977,1
204978,0
204979,1
204980,0
204981,1
204982,1
204983,1
204984,1
204985,0
204986,1
204987,0
204988,1
204989,0
204990,0
204991,1
204992,0
204993,0
204994,0
204995,1
204996,0
204997,1
204998,0
204999,1
205000,0
205001,0
205002,0
205003,1
205004,1
205005,0
205006,0
205007,1
205008,0
205009,0
205010,1
205011,1
205012,0
205013,0
205014,0
205015,1
205016,0
205017,0
205018,0
205019,0
205020,0
205021,0
205022,1
205023,0
205024,1
205025,1
205026,1
205027,1
205028,0
205029,0
205030,0
205031,1
205032,0
205033,0
205034,0
205035,0
205036,1
205037,0
205038,0
205039,1
205040,0
205041,0
205042,0
205043,1
205044,1
205045,1
205046,1
205047,1
205048,1
205049,1
205050,1
205051,0
205052,0
205053,1
205054,1
205055,0
205056,1
205057,0
205058,1
205059,1
205060,0
205061,1
205062,0
205063,0
205064,1
205065,1
205066,1
205067,0
205068,1
205069,1
205070,1
205071,1
205072,1
205073,0
205074,0
205075,0
205076,0
205077,0
205078,1
205079,1
205080,0
205081,1
205082,0
205083,1
205084,0
205085,1
205086,1
205087,0
205088,0
205089,0
205090,0
205091,1
205092,1
205093,0
205094,1
205095,0
205096,0
205097,0
205098,1
205099,0
205100,0
205101,0
205102,0
205103,1
205104,0
205105,1
205106,1
205107,1
205108,0
205109,0
205110,0
205111,0
205112,1
205113,0
205114,1
205115,0
205116,1
205117,0
205118,0
205119,0
205120,1
205121,0
205122,1
205123,1
205124,1
205125,0
205126,0
205127,0
205128,0
205129,1
205130,1
205131,0
205132,1
205133,1
205134,0
205135,0
205136,1
205137,1
205138,0
205139,0
205140,1
205141,1
205142,1
205143,0
205144,0
205145,1
205146,0
205147,0
205148,0
205149,1
205150,0
205151,0
205152,1
205153,0
205154,0
205155,0
205156,0
205157,0
205158,0
205159,1
205160,1
205161,1
205162,0
205163,1
205164,0
205165,0
205166,0
205167,0
205168,0
205169,1
205170,1
205171,0
205172,0
205173,0
205174,1
205175,0
205176,1
205177,0
205178,0
205179,0
205180,0
205181,0
205182,0
205183,0
205184,1
205185,1
205186,0
205187,0
205188,1
205189,0
205190,0
205191,0
205192,0
205193,1
205194,1
205195,1
205196,1
205197,1
205198,0
205199,1
205200,0
205201,1
205202,1
205203,1
205204,1
205205,1
205206,1
205207,1
205208,0
205209,0
205210,0
205211,1
205212,1
205213,1
205214,1
205215,1
205216,1
205217,1
205218,1
205219,1
205220,1
205221,0
205222,0
205223,1
205224,0
205225,0
205226,1
205227,0
205228,1
205229,1
205230,0
205231,0
205232,1
205233,1
205234,1
205235,0
205236,1
205237,0
205238,0
205239,1
205240,1
205241,1
205242,1
205243,0
205244,1
205245,0
205246,1
205247,1
205248,0
205249,1
205250,1
205251,0
205252,1
205253,1
205254,0
205255,1
205256,1
205257,1
205258,0
205259,1
205260,1
205261,0
205262,1
205263,0
205264,0
205265,1
205266,1
205267,0
205268,0
205269,0
205270,1
205271,1
205272,0
205273,0
205274,0
205275,0
205276,1
205277,0
205278,0
205279,0
205280,1
205281,1
205282,1
205283,0
205284,1
205285,0
205286,1
205287,1
205288,1
205289,1
205290,0
205291,1
205292,0
205293,0
205294,0
205295,1
205296,1
205297,1
205298,0
205299,1
205300,1
205301,0
205302,0
205303,0
205304,1
205305,1
205306,1
205307,0
205308,1
205309,1
205310,0
205311,1
205312,0
205313,1
205314,0
205315,0
205316,0
205317,0
205318,0
205319,0
205320,1
205321,1
205322,0
205323,0
205324,0
205325,0
205326,0
205327,0
205328,1
205329,0
205330,1
205331,1
205332,1
205333,1
205334,0
205335,1
205336,0
205337,0
205338,1
205339,0
205340,0
205341,1
205342,1
205343,0
205344,0
205345,1
205346,0
205347,0
205348,1
205349,1
205350,1
205351,0
205352,0
205353,1
205354,1
205355,1
205356,0
205357,1
205358,1
205359,0
205360,0
205361,1
205362,1
205363,1
205364,1
205365,1
205366,1
205367,0
205368,0
205369,1
205370,0
205371,1
205372,1
205373,1
205374,1
205375,0
205376,1
205377,1
205378,1
205379,0
205380,0
205381,0
205382,0
205383,0
205384,0
205385,0
205386,1
205387,1
205388,1
205389,1
205390,0
205391,0
205392,0
205393,1
205394,1
205395,1
205396,0
205397,1
205398,1
205399,1
205400,0
205401,0
205402,0
205403,0
205404,0
205405,0
205406,1
205407,0
205408,1
205409,1
205410,0
205411,0
205412,0
205413,1
205414,1
205415,0
205416,0
205417,1
205418,1
205419,0
205420,1
205421,0
205422,0
205423,1
205424,0
205425,1
205426,1
205427,1
205428,0
205429,1
205430,1
205431,0
205432,0
205433,0
205434,1
205435,0
205436,0
205437,0
205438,1
205439,0
205440,1
205441,0
205442,0
205443,1
205444,1
205445,1
205446,1
205447,1
205448,0
205449,1
205450,0
205451,1
205452,0
205453,1
205454,0
205455,0
205456,1
205457,0
205458,1
205459,0
205460,0
205461,0
205462,1
205463,1
205464,0
205465,1
205466,1
205467,0
205468,0
205469,1
205470,0
205471,0
205472,0
205473,1
205474,1
205475,0
205476,0
205477,0
205478,1
205479,1
205480,1
205481,1
205482,1
205483,1
205484,1
205485,0
205486,0
205487,1
205488,1
205489,0
205490,1
205491,1
205492,0
205493,0
205494,1
205495,0
205496,1
205497,1
205498,1
205499,0
205500,1
205501,1
205502,1
205503,1
205504,0
205505,1
205506,0
205507,0
205508,1
205509,1
205510,1
205511,1
205512,0
205513,0
205514,1
205515,0
205516,1
205517,1
205518,0
205519,0
205520,0
205521,1
205522,0
205523,1
205524,1
205525,1
205526,1
205527,1
205528,1
205529,0
205530,0
205531,1
205532,0
205533,0
205534,0
205535,1
205536,0
205537,0
205538,0
205539,1
205540,1
205541,1
205542,1
205543,1
205544,1
205545,0
205546,0
205547,1
205548,0
205549,1
205550,0
205551,0
205552,1
205553,0
205554,0
205555,1
205556,1
205557,0
205558,0
205559,0
205560,0
205561,1
205562,1
205563,1
205564,0
205565,1
205566,0
205567,0
205568,1
205569,1
205570,0
205571,1
205572,1
205573,1
205574,0
205575,0
205576,1
205577,0
205578,1
205579,0
205580,0
205581,1
205582,1
205583,1
205584,0
205585,1
205586,0
205587,1
205588,1
205589,0
205590,0
205591,0
205592,1
205593,1
205594,1
205595,1
205596,0
205597,1
205598,1
205599,1
205600,0
205601,0
205602,1
205603,1
205604,1
205605,1
205606,0
205607,0
205608,1
205609,1
205610,1
205611,1
205612,1
205613,1
205614,1
205615,0
205616,1
205617,0
205618,0
205619,1
205620,1
205621,1
205622,1
205623,0
205624,1
205625,0
205626,1
205627,0
205628,1
205629,0
205630,0
205631,1
205632,1
205633,0
205634,1
205635,1
205636,0
205637,0
205638,1
205639,1
205640,1
205641,1
205642,0
205643,1
205644,0
205645,0
205646,0
205647,0
205648,1
205649,1
205650,1
205651,1
205652,0
205653,0
205654,0
205655,0
205656,1
205657,1
205658,0
205659,0
205660,0
205661,0
205662,1
205663,0
205664,1
205665,1
205666,0
205667,0
205668,0
205669,1
205670,1
205671,0
205672,0
205673,1
205674,0
205675,0
205676,1
205677,0
205678,0
205679,0
205680,0
205681,0
205682,0
205683,0
205684,1
205685,1
205686,0
205687,0
205688,0
205689,1
205690,1
205691,0
205692,1
205693,0
205694,1
205695,1
205696,0
205697,1
205698,1
205699,1
205700,0
205701,1
205702,0
205703,0
205704,1
205705,0
205706,0
205707,0
205708,0
205709,1
205710,1
205711,1
205712,0
205713,1
205714,1
205715,0
205716,0
205717,0
205718,0
205719,0
205720,0
205721,0
205722,0
205723,1
205724,1
205725,1
205726,0
205727,1
205728,1
205729,0
205730,0
205731,0
205732,0
205733,0
205734,1
205735,0
205736,0
205737,1
205738,1
205739,1
205740,1
205741,1
205742,0
205743,1
205744,0
205745,1
205746,1
205747,1
205748,0
205749,0
205750,0
205751,1
205752,0
205753,0
205754,0
205755,1
205756,0
205757,0
205758,0
205759,0
205760,0
205761,0
205762,0
205763,0
205764,0
205765,0
205766,1
205767,1
205768,1
205769,0
205770,1
205771,1
205772,1
205773,0
205774,1
205775,1
205776,1
205777,0
205778,0
205779,0
205780,0
205781,0
205782,1
205783,0
205784,0
205785,0
205786,1
205787,0
205788,1
205789,0
205790,1
205791,0
205792,0
205793,0
205794,1
205795,0
205796,0
205797,0
205798,1
205799,0
205800,0
205801,1
205802,1
205803,1
205804,0
205805,1
205806,1
205807,1
205808,0
205809,1
205810,1
205811,0
205812,1
205813,1
205814,1
205815,1
205816,1
205817,1
205818,1
205819,1
205820,0
205821,1
205822,0
205823,0
205824,0
205825,0
205826,1
205827,1
205828,0
205829,1
205830,1
205831,1
205832,0
205833,0
205834,1
205835,1
205836,0
205837,0
205838,0
205839,0
205840,0
205841,0
205842,0
205843,1
205844,1
205845,1
205846,1
205847,0
205848,1
205849,1
205850,1
205851,0
205852,0
205853,0
205854,0
205855,0
205856,0
205857,1
205858,1
205859,1
205860,0
205861,1
205862,1
205863,1
205864,1
205865,0
205866,1
205867,0
205868,0
205869,1
205870,1
205871,0
205872,0
205873,0
205874,0
205875,1
205876,1
205877,0
205878,1
205879,1
205880,0
205881,1
205882,1
205883,0
205884,0
205885,1
205886,1
205887,1
205888,1
205889,0
205890,0
205891,1
205892,0
205893,0
205894,0
205895,1
205896,0
205897,0
205898,0
205899,1
205900,1
205901,0
205902,0
205903,0
205904,0
205905,1
205906,0
205907,1
205908,1
205909,1
205910,0
205911,1
205912,1
205913,0
205914,0
205915,1
205916,0
205917,1
205918,1
205919,1
205920,1
205921,1
205922,0
205923,0
205924,0
205925,1
205926,1
205927,1
205928,0
205929,1
205930,1
205931,1
205932,0
205933,0
205934,0
205935,0
205936,0
205937,1
205938,0
205939,1
205940,0
205941,0
205942,0
205943,1
205944,0
205945,1
205946,1
205947,1
205948,1
205949,0
205950,0
205951,0
205952,1
205953,1
205954,0
205955,1
205956,0
205957,1
205958,1
205959,1
205960,1
205961,1
205962,1
205963,1
205964,0
205965,1
205966,1
205967,1
205968,0
205969,1
205970,0
205971,0
205972,1
205973,1
205974,1
205975,0
205976,0
205977,0
205978,0
205979,0
205980,1
205981,0
205982,1
205983,1
205984,0
205985,1
205986,1
205987,0
205988,1
205989,1
205990,1
205991,1
205992,0
205993,1
205994,1
205995,0
205996,0
205997,1
205998,1
205999,1
206000,1
206001,1
206002,0
206003,0
206004,0
206005,1
206006,1
206007,1
206008,1
206009,1
206010,0
206011,0
206012,0
206013,1
206014,0
206015,0
206016,0
206017,1
206018,0
206019,0
206020,1
206021,0
206022,1
206023,0
206024,0
206025,1
206026,1
206027,1
206028,0
206029,0
206030,0
206031,1
206032,0
206033,1
206034,0
206035,0
206036,1
206037,0
206038,0
206039,0
206040,0
206041,0
206042,0
206043,0
206044,0
206045,0
206046,0
206047,0
206048,1
206049,0
206050,0
206051,1
206052,0
206053,0
206054,0
206055,0
206056,1
206057,0
206058,1
206059,1
206060,0
206061,1
206062,1
206063,0
206064,1
206065,0
206066,1
206067,0
206068,1
206069,0
206070,0
206071,0
206072,1
206073,0
206074,1
206075,1
206076,0
206077,0
206078,1
206079,1
206080,0
206081,0
206082,0
206083,1
206084,0
206085,1
206086,0
206087,1
206088,0
206089,0
206090,1
206091,1
206092,0
206093,1
206094,1
206095,0
206096,1
206097,1
206098,1
206099,0
206100,1
206101,0
206102,0
206103,1
206104,1
206105,1
206106,1
206107,0
206108,0
206109,0
206110,0
206111,0
206112,0
206113,0
206114,1
206115,0
206116,1
206117,0
206118,0
206119,0
206120,1
206121,1
206122,0
206123,1
206124,0
206125,0
206126,0
206127,1
206128,0
206129,0
206130,0
206131,0
206132,1
206133,1
206134,1
206135,1
206136,0
206137,0
206138,1
206139,0
206140,1
206141,1
206142,1
206143,1
206144,0
206145,0
206146,1
206147,1
206148,1
206149,1
206150,0
206151,0
206152,0
206153,1
206154,1
206155,0
206156,1
206157,1
206158,1
206159,1
206160,0
206161,1
206162,1
206163,0
206164,0
206165,0
206166,0
206167,0
206168,0
206169,0
206170,1
206171,0
206172,0
206173,1
206174,0
206175,0
206176,0
206177,1
206178,0
206179,0
206180,1
206181,1
206182,1
206183,1
206184,0
206185,1
206186,1
206187,1
206188,1
206189,1
206190,0
206191,0
206192,0
206193,0
206194,1
206195,1
206196,0
206197,0
206198,0
206199,0
206200,1
206201,1
206202,1
206203,0
206204,0
206205,1
206206,1
206207,1
206208,0
206209,0
206210,0
206211,0
206212,1
206213,1
206214,0
206215,0
206216,0
206217,1
206218,1
206219,1
206220,0
206221,0
206222,1
206223,1
206224,0
206225,1
206226,1
206227,1
206228,1
206229,1
206230,0
206231,0
206232,0
206233,0
206234,1
206235,0
206236,1
206237,1
206238,0
206239,1
206240,0
206241,0
206242,1
206243,1
206244,1
206245,0
206246,0
206247,0
206248,1
206249,0
206250,0
206251,1
206252,0
206253,0
206254,1
206255,0
206256,0
206257,0
206258,0
206259,0
206260,1
206261,1
206262,0
206263,1
206264,1
206265,1
206266,1
206267,0
206268,0
206269,0
206270,1
206271,1
206272,1
206273,1
206274,1
206275,1
206276,1
206277,1
206278,1
206279,0
206280,0
206281,1
206282,0
206283,0
206284,1
206285,0
206286,0
206287,1
206288,1
206289,1
206290,1
206291,1
206292,0
206293,0
206294,0
206295,0
206296,0
206297,0
206298,1
206299,0
206300,0
206301,0
206302,0
206303,1
206304,0
206305,1
206306,0
206307,0
206308,0
206309,0
206310,1
206311,0
206312,0
206313,1
206314,1
206315,0
206316,0
206317,0
206318,1
206319,0
206320,1
206321,0
206322,0
206323,0
206324,1
206325,1
206326,0
206327,0
206328,1
206329,0
206330,1
206331,1
206332,1
206333,1
206334,0
206335,1
206336,1
206337,0
206338,0
206339,0
206340,1
206341,1
206342,1
206343,0
206344,0
206345,1
206346,0
206347,1
206348,0
206349,1
206350,0
206351,1
206352,1
206353,1
206354,0
206355,0
206356,1
206357,1
206358,0
206359,1
206360,0
206361,0
206362,1
206363,1
206364,1
206365,0
206366,0
206367,0
206368,0
206369,0
206370,0
206371,0
206372,0
206373,1
206374,1
206375,1
206376,0
206377,0
206378,1
206379,1
206380,0
206381,1
206382,1
206383,0
206384,1
206385,0
206386,0
206387,1
206388,1
206389,0
206390,0
206391,1
206392,0
206393,1
206394,0
206395,1
206396,0
206397,0
206398,1
206399,0
206400,1
206401,1
206402,0
206403,0
206404,1
206405,0
206406,0
206407,1
206408,1
206409,1
206410,1
206411,1
206412,0
206413,0
206414,1
206415,0
206416,0
206417,1
206418,0
206419,0
206420,1
206421,1
206422,0
206423,0
206424,1
206425,1
206426,0
206427,1
206428,1
206429,1
206430,0
206431,1
206432,1
206433,1
206434,1
206435,0
206436,1
206437,0
206438,0
206439,0
206440,0
206441,0
206442,0
206443,0
206444,1
206445,1
206446,1
206447,1
206448,0
206449,1
206450,0
206451,1
206452,1
206453,1
206454,0
206455,1
206456,0
206457,1
206458,1
206459,1
206460,1
206461,0
206462,0
206463,1
206464,0
206465,1
206466,0
206467,0
206468,0
206469,0
206470,0
206471,0
206472,1
206473,1
206474,1
206475,1
206476,0
206477,1
206478,0
206479,0
206480,1
206481,0
206482,0
206483,0
206484,0
206485,1
206486,0
206487,0
206488,1
206489,0
206490,1
206491,0
206492,0
206493,0
206494,1
206495,1
206496,0
206497,1
206498,0
206499,0
206500,1
206501,1
206502,1
206503,0
206504,0
206505,1
206506,1
206507,1
206508,1
206509,1
206510,0
206511,0
206512,1
206513,0
206514,1
206515,1
206516,1
206517,0
206518,0
206519,1
206520,0
206521,0
206522,0
206523,0
206524,0
206525,0
206526,1
206527,0
206528,0
206529,1
206530,1
206531,1
206532,1
206533,0
206534,1
206535,0
206536,1
206537,1
206538,1
206539,1
206540,0
206541,1
206542,0
206543,0
206544,0
206545,0
206546,1
206547,0
206548,1
206549,0
206550,0
206551,1
206552,0
206553,0
206554,1
206555,0
206556,1
206557,0
206558,0
206559,1
206560,0
206561,0
206562,0
206563,0
206564,0
206565,1
206566,1
206567,0
206568,1
206569,0
206570,1
206571,0
206572,1
206573,1
206574,1
206575,1
206576,0
206577,0
206578,1
206579,0
206580,0
206581,0
206582,0
206583,1
206584,0
206585,0
206586,0
206587,1
206588,1
206589,0
206590,0
206591,0
206592,0
206593,1
206594,1
206595,0
206596,0
206597,1
206598,1
206599,1
206600,0
206601,0
206602,1
206603,1
206604,1
206605,1
206606,1
206607,1
206608,1
206609,1
206610,0
206611,1
206612,0
206613,1
206614,0
206615,0
206616,1
206617,0
206618,0
206619,0
206620,0
206621,1
206622,1
206623,0
206624,0
206625,0
206626,1
206627,0
206628,0
206629,0
206630,1
206631,1
206632,0
206633,0
206634,0
206635,1
206636,1
206637,1
206638,0
206639,0
206640,0
206641,1
206642,0
206643,0
206644,0
206645,0
206646,1
206647,0
206648,0
206649,1
206650,0
206651,1
206652,1
206653,0
206654,1
206655,0
206656,1
206657,0
206658,0
206659,1
206660,0
206661,0
206662,1
206663,0
206664,1
206665,1
206666,1
206667,1
206668,1
206669,0
206670,0
206671,1
206672,0
206673,0
206674,0
206675,1
206676,0
206677,0
206678,0
206679,1
206680,0
206681,1
206682,0
206683,0
206684,1
206685,1
206686,1
206687,1
206688,0
206689,1
206690,0
206691,1
206692,0
206693,0
206694,1
206695,1
206696,0
206697,0
206698,0
206699,1
206700,1
206701,0
206702,0
206703,0
206704,0
206705,1
206706,0
206707,1
206708,0
206709,1
206710,1
206711,1
206712,0
206713,0
206714,1
206715,0
206716,0
206717,0
206718,1
206719,0
206720,0
206721,1
206722,1
206723,1
206724,1
206725,0
206726,1
206727,0
206728,0
206729,0
206730,0
206731,0
206732,0
206733,0
206734,0
206735,1
206736,0
206737,0
206738,1
206739,0
206740,0
206741,0
206742,1
206743,0
206744,1
206745,0
206746,0
206747,0
206748,0
206749,1
206750,1
206751,1
206752,1
206753,1
206754,1
206755,0
206756,1
206757,1
206758,1
206759,0
206760,1
206761,1
206762,0
206763,1
206764,0
206765,0
206766,0
206767,1
206768,0
206769,1
206770,1
206771,1
206772,0
206773,1
206774,1
206775,1
206776,0
206777,1
206778,0
206779,0
206780,0
206781,0
206782,0
206783,0
206784,1
206785,0
206786,1
206787,0
206788,1
206789,1
206790,0
206791,0
206792,1
206793,1
206794,1
206795,0
206796,0
206797,1
206798,0
206799,1
206800,0
206801,1
206802,1
206803,1
206804,1
206805,1
206806,0
206807,1
206808,0
206809,1
206810,0
206811,1
206812,1
206813,0
206814,1
206815,1
206816,1
206817,0
206818,1
206819,1
206820,1
206821,1
206822,1
206823,0
206824,1
206825,1
206826,0
206827,1
206828,0
206829,1
206830,0
206831,0
206832,1
206833,1
206834,1
206835,1
206836,0
206837,0
206838,0
206839,0
206840,1
206841,0
206842,0
206843,1
206844,0
206845,1
206846,0
206847,1
206848,0
206849,1
206850,0
206851,1
206852,0
206853,0
206854,0
206855,0
206856,0
206857,1
206858,1
206859,0
206860,0
206861,0
206862,0
206863,0
206864,1
206865,0
206866,0
206867,0
206868,0
206869,1
206870,1
206871,1
206872,1
206873,0
206874,0
206875,1
206876,1
206877,0
206878,1
206879,1
206880,0
206881,0
206882,1
206883,1
206884,0
206885,0
206886,1
206887,1
206888,0
206889,1
206890,1
206891,0
206892,1
206893,0
206894,0
206895,0
206896,0
206897,1
206898,1
206899,1
206900,0
206901,1
206902,0
206903,0
206904,0
206905,1
206906,0
206907,0
206908,1
206909,1
206910,1
206911,0
206912,0
206913,1
206914,1
206915,0
206916,0
206917,1
206918,1
206919,0
206920,0
206921,1
206922,1
206923,0
206924,0
206925,0
206926,0
206927,0
206928,0
206929,1
206930,1
206931,1
206932,1
206933,1
206934,1
206935,0
206936,1
206937,0
206938,1
206939,1
206940,1
206941,0
206942,1
206943,1
206944,1
206945,0
206946,0
206947,1
