id,class
204791,0
204792,0
204793,1
204794,1
204795,1
204796,0
204797,0
204798,1
204799,0
204800,1
204801,0
204802,0
204803,0
204804,0
204805,1
204806,1
204807,1
204808,1
204809,1
204810,1
204811,1
204812,0
204813,0
204814,0
204815,1
204816,1
204817,0
204818,0
204819,1
204820,0
204821,1
204822,1
204823,0
204824,0
204825,1
204826,0
204827,0
204828,0
204829,1
204830,0
204831,0
204832,1
204833,0
204834,1
204835,1
204836,1
204837,0
204838,0
204839,1
204840,1
204841,0
204842,1
204843,1
204844,1
204845,0
204846,1
204847,0
204848,0
204849,0
204850,0
204851,1
204852,1
204853,0
204854,1
204855,1
204856,1
204857,1
204858,1
204859,0
204860,0
204861,0
204862,1
204863,1
204864,1
204865,0
204866,1
204867,1
204868,0
204869,1
204870,0
204871,1
204872,0
204873,0
204874,0
204875,1
204876,1
204877,0
204878,0
204879,1
204880,1
204881,1
204882,1
204883,0
204884,1
204885,0
204886,0
204887,0
204888,1
204889,0
204890,0
204891,1
204892,1
204893,0
204894,1
204895,0
204896,1
204897,1
204898,0
204899,0
204900,0
204901,0
204902,1
204903,0
204904,0
204905,0
204906,1
204907,0
204908,1
204909,1
204910,1
204911,0
204912,1
204913,1
204914,0
204915,1
204916,1
204917,0
204918,1
204919,0
204920,0
204921,0
204922,0
204923,0
204924,1
204925,1
204926,0
204927,1
204928,1
204929,0
204930,1
204931,0
204932,1
204933,1
204934,0
204935,1
204936,1
204937,0
204938,1
204939,1
204940,1
204941,1
204942,1
204943,0
204944,0
204945,0
204946,1
204947,1
204948,0
204949,0
204950,0
204951,1
204952,1
204953,1
204954,0
204955,1
204956,1
204957,0
204958,1
204959,0
204960,1
204961,1
204962,0
204963,0
204964,0
204965,1
204966,1
204967,0
204968,1
204969,1
204970,0
204971,0
204972,1
204973,1
204974,0
204975,0
204976,0
204977,0
204978,1
204979,1
204980,1
204981,0
204982,1
204983,1
204984,1
204985,1
204986,0
204987,0
204988,0
204989,1
204990,0
204991,1
204992,1
204993,0
204994,0
204995,1
204996,0
204997,0
204998,0
204999,1
205000,0
205001,0
205002,0
205003,1
205004,1
205005,1
205006,1
205007,0
205008,0
205009,0
205010,0
205011,1
205012,0
205013,1
205014,0
205015,1
205016,0
205017,0
205018,0
205019,0
205020,1
205021,0
205022,0
205023,0
205024,0
205025,1
205026,1
205027,1
205028,0
205029,1
205030,1
205031,1
205032,1
205033,1
205034,0
205035,1
205036,0
205037,0
205038,0
205039,1
205040,0
205041,1
205042,1
205043,0
205044,0
205045,0
205046,1
205047,1
205048,1
205049,0
205050,0
205051,1
205052,0
205053,1
205054,1
205055,0
205056,1
205057,0
205058,1
205059,0
205060,0
205061,0
205062,1
205063,1
205064,0
205065,1
205066,0
205067,0
205068,0
205069,1
205070,0
205071,1
205072,0
205073,1
205074,1
205075,1
205076,0
205077,0
205078,0
205079,0
205080,1
205081,1
205082,0
205083,0
205084,0
205085,0
205086,1
205087,1
205088,0
205089,0
205090,0
205091,1
205092,0
205093,0
205094,0
205095,1
205096,1
205097,0
205098,0
205099,0
205100,1
205101,1
205102,0
205103,0
205104,1
205105,1
205106,0
205107,0
205108,1
205109,0
205110,0
205111,0
205112,0
205113,0
205114,1
205115,0
205116,0
205117,1
205118,0
205119,1
205120,1
205121,1
205122,0
205123,0
205124,0
205125,1
205126,1
205127,1
205128,1
205129,0
205130,1
205131,0
205132,0
205133,0
205134,1
205135,1
205136,1
205137,1
205138,1
205139,1
205140,0
205141,0
205142,1
205143,0
205144,0
205145,0
205146,0
205147,1
205148,1
205149,0
205150,1
205151,1
205152,0
205153,1
205154,0
205155,1
205156,1
205157,0
205158,0
205159,1
205160,0
205161,1
205162,0
205163,0
205164,1
205165,1
205166,1
205167,0
205168,1
205169,1
205170,1
205171,0
205172,1
205173,0
205174,1
205175,1
205176,1
205177,1
205178,1
205179,1
205180,0
205181,0
205182,0
205183,1
205184,1
205185,1
205186,1
205187,1
205188,0
205189,0
205190,1
205191,1
205192,0
205193,0
205194,0
205195,0
205196,0
205197,0
205198,1
205199,1
205200,1
205201,1
205202,1
205203,1
205204,0
205205,0
205206,1
205207,1
205208,1
205209,0
205210,1
205211,1
205212,1
205213,0
205214,1
205215,0
205216,0
205217,0
205218,1
205219,1
205220,0
205221,0
205222,0
205223,1
205224,0
205225,0
205226,0
205227,0
205228,0
205229,0
205230,1
205231,1
205232,0
205233,0
205234,0
205235,0
205236,1
205237,1
205238,1
205239,1
205240,1
205241,0
205242,1
205243,1
205244,1
205245,1
205246,1
205247,1
205248,1
205249,1
205250,0
205251,0
205252,1
205253,0
205254,0
205255,0
205256,1
205257,0
205258,0
205259,0
205260,0
205261,0
205262,1
205263,0
205264,0
205265,1
205266,1
205267,1
205268,0
205269,1
205270,1
205271,1
205272,1
205273,1
205274,0
205275,1
205276,0
205277,0
205278,0
205279,1
205280,0
205281,0
205282,0
205283,0
205284,1
205285,0
205286,1
205287,1
205288,0
205289,1
205290,1
205291,1
205292,0
205293,0
205294,1
205295,1
205296,1
205297,0
205298,1
205299,1
205300,0
205301,1
205302,0
205303,0
205304,1
205305,1
205306,1
205307,0
205308,0
205309,1
205310,0
205311,1
205312,1
205313,1
205314,1
205315,0
205316,1
205317,0
205318,1
205319,1
205320,0
205321,0
205322,0
205323,0
205324,0
205325,0
205326,1
205327,0
205328,0
205329,1
205330,0
205331,0
205332,0
205333,0
205334,1
205335,1
205336,0
205337,1
205338,0
205339,1
205340,0
205341,1
205342,1
205343,1
205344,1
205345,1
205346,1
205347,1
205348,0
205349,1
205350,0
205351,0
205352,1
205353,0
205354,0
205355,0
205356,0
205357,1
205358,1
205359,1
205360,0
205361,1
205362,0
205363,0
205364,1
205365,0
205366,1
205367,0
205368,0
205369,0
205370,1
205371,0
205372,1
205373,0
205374,1
205375,1
205376,1
205377,1
205378,0
205379,1
205380,1
205381,0
205382,1
205383,0
205384,1
205385,1
205386,1
205387,1
205388,0
205389,0
205390,0
205391,0
205392,0
205393,0
205394,0
205395,1
205396,0
205397,1
205398,1
205399,1
205400,0
205401,1
205402,1
205403,1
205404,0
205405,1
205406,0
205407,0
205408,0
205409,0
205410,1
205411,1
205412,0
205413,0
205414,1
205415,1
205416,0
205417,1
205418,1
205419,1
205420,0
205421,1
205422,0
205423,0
205424,1
205425,0
205426,0
205427,0
205428,0
205429,1
205430,0
205431,1
205432,0
205433,0
205434,0
205435,0
205436,1
205437,0
205438,0
205439,1
205440,1
205441,0
205442,1
205443,1
205444,1
205445,1
205446,1
205447,0
205448,1
205449,0
205450,1
205451,1
205452,1
205453,1
205454,1
205455,1
205456,1
205457,1
205458,0
205459,1
205460,1
205461,0
205462,0
205463,0
205464,1
205465,1
205466,0
205467,1
205468,1
205469,0
205470,0
205471,1
205472,1
205473,1
205474,0
205475,0
205476,1
205477,0
205478,0
205479,0
205480,1
205481,1
205482,1
205483,0
205484,0
205485,1
205486,1
205487,0
205488,1
205489,1
205490,0
205491,0
205492,0
205493,1
205494,0
205495,1
205496,0
205497,1
205498,0
205499,1
205500,1
205501,1
205502,1
205503,0
205504,0
205505,1
205506,0
205507,0
205508,0
205509,0
205510,1
205511,1
205512,1
205513,0
205514,1
205515,0
205516,0
205517,1
205518,1
205519,0
205520,0
205521,0
205522,0
205523,0
205524,0
205525,1
205526,0
205527,1
205528,0
205529,1
205530,0
205531,1
205532,1
205533,1
205534,0
205535,0
205536,1
205537,0
205538,0
205539,0
205540,1
205541,0
205542,0
205543,1
205544,1
205545,0
205546,1
205547,0
205548,1
205549,0
205550,0
205551,1
205552,0
205553,0
205554,1
205555,0
205556,0
205557,1
205558,1
205559,0
205560,1
205561,0
205562,1
205563,1
205564,0
205565,0
205566,1
205567,1
205568,1
205569,1
205570,1
205571,0
205572,0
205573,1
205574,0
205575,0
205576,0
205577,1
205578,0
205579,0
205580,0
205581,0
205582,1
205583,1
205584,0
205585,0
205586,0
205587,1
205588,0
205589,0
205590,0
205591,0
205592,1
205593,1
205594,0
205595,0
205596,1
205597,0
205598,1
205599,0
205600,0
205601,1
205602,0
205603,0
205604,0
205605,1
205606,1
205607,0
205608,1
205609,1
205610,1
205611,0
205612,0
205613,1
205614,1
205615,0
205616,0
205617,0
205618,1
205619,1
205620,0
205621,1
205622,1
205623,1
205624,0
205625,0
205626,1
205627,1
205628,1
205629,0
205630,0
205631,0
205632,0
205633,0
205634,0
205635,1
205636,0
205637,1
205638,1
205639,0
205640,1
205641,1
205642,0
205643,0
205644,0
205645,1
205646,1
205647,1
205648,0
205649,0
205650,1
205651,1
205652,0
205653,0
205654,1
205655,0
205656,1
205657,1
205658,0
205659,0
205660,1
205661,0
205662,0
205663,1
205664,0
205665,0
205666,0
205667,0
205668,1
205669,1
205670,0
205671,0
205672,1
205673,0
205674,0
205675,1
205676,1
205677,0
205678,0
205679,1
205680,0
205681,1
205682,0
205683,1
205684,0
205685,1
205686,0
205687,0
205688,1
205689,0
205690,0
205691,1
205692,1
205693,1
205694,0
205695,0
205696,0
205697,1
205698,0
205699,1
205700,1
205701,0
205702,0
205703,1
205704,0
205705,1
205706,1
205707,0
205708,0
205709,0
205710,0
205711,0
205712,0
205713,1
205714,1
205715,0
205716,1
205717,0
205718,1
205719,0
205720,1
205721,1
205722,1
205723,0
205724,1
205725,1
205726,0
205727,0
205728,0
205729,1
205730,0
205731,1
205732,1
205733,0
205734,0
205735,1
205736,1
205737,0
205738,1
205739,1
205740,0
205741,1
205742,1
205743,1
205744,1
205745,1
205746,0
205747,0
205748,0
205749,1
205750,0
205751,0
205752,0
205753,0
205754,1
205755,0
205756,0
205757,1
205758,1
205759,0
205760,1
205761,0
205762,1
205763,0
205764,1
205765,0
205766,0
205767,0
205768,0
205769,1
205770,0
205771,0
205772,0
205773,1
205774,0
205775,0
205776,0
205777,1
205778,0
205779,0
205780,0
205781,1
205782,1
205783,0
205784,0
205785,1
205786,0
205787,1
205788,1
205789,0
205790,0
205791,0
205792,1
205793,0
205794,0
205795,0
205796,0
205797,1
205798,1
205799,0
205800,1
205801,1
205802,0
205803,0
205804,1
205805,1
205806,1
205807,0
205808,1
205809,1
205810,1
205811,0
205812,1
205813,0
205814,1
205815,1
205816,1
205817,1
205818,0
205819,0
205820,1
205821,0
205822,1
205823,0
205824,0
205825,1
205826,1
205827,1
205828,0
205829,0
205830,1
205831,1
205832,1
205833,1
205834,1
205835,1
205836,1
205837,0
205838,0
205839,1
205840,1
205841,1
205842,1
205843,0
205844,0
205845,0
205846,1
205847,0
205848,0
205849,1
205850,0
205851,1
205852,0
205853,1
205854,1
205855,0
205856,0
205857,0
205858,1
205859,0
205860,1
205861,0
205862,1
205863,0
205864,1
205865,0
205866,1
205867,1
205868,1
205869,1
205870,0
205871,1
205872,0
205873,0
205874,0
205875,0
205876,1
205877,0
205878,0
205879,0
205880,1
205881,0
205882,0
205883,1
205884,1
205885,0
205886,1
205887,1
205888,1
205889,0
205890,1
205891,1
205892,0
205893,0
205894,1
205895,0
205896,1
205897,1
205898,1
205899,0
205900,1
205901,0
205902,1
205903,1
205904,1
205905,1
205906,0
205907,0
205908,0
205909,0
205910,1
205911,0
205912,0
205913,0
205914,0
205915,1
205916,0
205917,1
205918,1
205919,1
205920,1
205921,1
205922,0
205923,0
205924,0
205925,1
205926,1
205927,0
205928,0
205929,1
205930,1
205931,0
205932,0
205933,0
205934,0
205935,1
205936,1
205937,0
205938,1
205939,1
205940,1
205941,1
205942,0
205943,0
205944,1
205945,0
205946,0
205947,0
205948,0
205949,1
205950,0
205951,0
205952,0
205953,0
205954,1
205955,0
205956,1
205957,1
205958,0
205959,0
205960,1
205961,1
205962,0
205963,0
205964,0
205965,0
205966,1
205967,1
205968,0
205969,0
205970,0
205971,1
205972,1
205973,1
205974,0
205975,0
205976,1
205977,0
205978,1
205979,1
205980,0
205981,1
205982,0
205983,1
205984,1
205985,1
205986,0
205987,0
205988,0
205989,0
205990,1
205991,0
205992,1
205993,1
205994,1
205995,0
205996,1
205997,0
205998,1
205999,0
206000,1
206001,1
206002,1
206003,1
206004,1
206005,1
206006,1
206007,1
206008,1
206009,1
206010,1
206011,0
206012,0
206013,0
206014,0
206015,0
206016,1
206017,1
206018,1
206019,0
206020,1
206021,1
206022,0
206023,0
206024,1
206025,0
206026,0
206027,0
206028,0
206029,0
206030,1
206031,0
206032,0
206033,0
206034,0
206035,0
206036,0
206037,0
206038,1
206039,0
206040,0
206041,0
206042,1
206043,0
206044,1
206045,0
206046,1
206047,1
206048,0
206049,0
206050,0
206051,0
206052,0
206053,1
206054,1
206055,1
206056,0
206057,0
206058,0
206059,0
206060,0
206061,0
206062,0
206063,1
206064,0
206065,0
206066,0
206067,1
206068,0
206069,0
206070,0
206071,0
206072,1
206073,0
206074,1
206075,0
206076,0
206077,0
206078,1
206079,0
206080,0
206081,1
206082,0
206083,1
206084,0
206085,0
206086,1
206087,1
206088,0
206089,1
206090,1
206091,1
206092,0
206093,1
206094,0
206095,1
206096,0
206097,1
206098,0
206099,1
206100,0
206101,0
206102,1
206103,1
206104,1
206105,1
206106,1
206107,0
206108,1
206109,1
206110,0
206111,1
206112,1
206113,0
206114,1
206115,1
206116,1
206117,1
206118,1
206119,0
206120,0
206121,0
206122,0
206123,1
206124,0
206125,1
206126,0
206127,0
206128,0
206129,0
206130,0
206131,1
206132,1
206133,1
206134,1
206135,0
206136,1
206137,0
206138,1
206139,0
206140,1
206141,0
206142,0
206143,1
206144,1
206145,0
206146,0
206147,1
206148,1
206149,1
206150,0
206151,1
206152,1
206153,1
206154,1
206155,1
206156,1
206157,1
206158,0
206159,1
206160,0
206161,0
206162,1
206163,0
206164,1
206165,1
206166,1
206167,0
206168,0
206169,1
206170,1
206171,1
206172,0
206173,0
206174,0
206175,0
206176,0
206177,0
206178,0
206179,1
206180,0
206181,1
206182,1
206183,1
206184,1
206185,0
206186,1
206187,1
206188,1
206189,0
206190,0
206191,0
206192,1
206193,1
206194,1
206195,1
206196,0
206197,1
206198,0
206199,0
206200,1
206201,1
206202,1
206203,0
206204,0
206205,1
206206,1
206207,0
206208,0
206209,1
206210,1
206211,1
206212,1
206213,0
206214,0
206215,0
206216,1
206217,1
206218,0
206219,1
206220,0
206221,0
206222,0
206223,1
206224,1
206225,1
206226,0
206227,0
206228,1
206229,1
206230,1
206231,1
206232,1
206233,1
206234,1
206235,0
206236,1
206237,0
206238,0
206239,1
206240,0
206241,1
206242,1
206243,0
206244,1
206245,1
206246,0
206247,0
206248,1
206249,1
206250,0
206251,0
206252,1
206253,1
206254,1
206255,0
206256,1
206257,1
206258,1
206259,0
206260,0
206261,1
206262,0
206263,0
206264,1
206265,0
206266,1
206267,1
206268,0
206269,0
206270,1
206271,1
206272,0
206273,1
206274,1
206275,1
206276,0
206277,1
206278,0
206279,0
206280,0
206281,0
206282,1
206283,1
206284,1
206285,1
206286,0
206287,1
206288,1
206289,1
206290,1
206291,0
206292,1
206293,0
206294,0
206295,0
206296,1
206297,0
206298,0
206299,0
206300,1
206301,1
206302,1
206303,0
206304,1
206305,0
206306,1
206307,0
206308,0
206309,0
206310,1
206311,1
206312,1
206313,0
206314,0
206315,0
206316,1
206317,1
206318,0
206319,1
206320,0
206321,0
206322,1
206323,0
206324,1
206325,0
206326,0
206327,1
206328,1
206329,1
206330,0
206331,1
206332,1
206333,0
206334,1
206335,1
206336,0
206337,1
206338,0
206339,0
206340,0
206341,1
206342,1
206343,0
206344,0
206345,1
206346,1
206347,0
206348,0
206349,0
206350,0
206351,1
206352,0
206353,0
206354,0
206355,0
206356,1
206357,1
206358,0
206359,1
206360,1
206361,0
206362,0
206363,1
206364,1
206365,0
206366,0
206367,0
206368,0
206369,0
206370,1
206371,1
206372,0
206373,1
206374,1
206375,0
206376,0
206377,1
206378,0
206379,0
206380,0
206381,1
206382,1
206383,1
206384,1
206385,1
206386,0
206387,1
206388,0
206389,1
206390,1
206391,0
206392,0
206393,0
206394,0
206395,0
206396,0
206397,1
206398,1
206399,0
206400,1
206401,1
206402,1
206403,0
206404,1
206405,0
206406,0
206407,0
206408,0
206409,0
206410,1
206411,0
206412,0
206413,1
206414,0
206415,0
206416,1
206417,0
206418,0
206419,0
206420,1
206421,1
206422,1
206423,0
206424,1
206425,0
206426,1
206427,1
206428,1
206429,0
206430,0
206431,0
206432,0
206433,0
206434,1
206435,0
206436,1
206437,0
206438,1
206439,1
206440,0
206441,1
206442,1
206443,0
206444,1
206445,0
206446,0
206447,1
206448,1
206449,1
206450,0
206451,1
206452,1
206453,1
206454,1
206455,0
206456,1
206457,1
206458,1
206459,1
206460,1
206461,1
206462,0
206463,0
206464,1
206465,1
206466,0
206467,1
206468,1
206469,1
206470,0
206471,1
206472,1
206473,1
206474,0
206475,0
206476,1
206477,1
206478,0
206479,0
206480,1
206481,0
206482,1
206483,0
206484,0
206485,0
206486,1
206487,1
206488,0
206489,0
206490,1
206491,1
206492,0
206493,0
206494,1
206495,1
206496,0
206497,0
206498,0
206499,0
206500,0
206501,0
206502,0
206503,0
206504,1
206505,0
206506,0
206507,1
206508,1
206509,0
206510,1
206511,1
206512,1
206513,0
206514,1
206515,1
206516,1
206517,0
206518,1
206519,1
206520,1
206521,0
206522,1
206523,0
206524,1
206525,0
206526,0
206527,0
206528,1
206529,1
206530,1
206531,0
206532,1
206533,0
206534,1
206535,0
206536,0
206537,1
206538,1
206539,1
206540,1
206541,1
206542,0
206543,0
206544,1
206545,1
206546,0
206547,1
206548,1
206549,1
206550,1
206551,1
206552,1
206553,0
206554,0
206555,0
206556,1
206557,1
206558,0
206559,1
206560,1
206561,1
206562,1
206563,1
206564,1
206565,0
206566,0
206567,1
206568,1
206569,1
206570,0
206571,1
206572,0
206573,1
206574,1
206575,1
206576,1
206577,1
206578,0
206579,0
206580,0
206581,1
206582,0
206583,0
206584,1
206585,1
206586,0
206587,1
206588,1
206589,1
206590,0
206591,1
206592,0
206593,1
206594,0
206595,1
206596,1
206597,1
206598,0
206599,0
206600,1
206601,0
206602,1
206603,0
206604,1
206605,1
206606,0
206607,1
206608,1
206609,0
206610,0
206611,0
206612,1
206613,0
206614,0
206615,1
206616,1
206617,1
206618,1
206619,0
206620,1
206621,0
206622,0
206623,1
206624,0
206625,1
206626,0
206627,1
206628,1
206629,1
206630,0
206631,1
206632,0
206633,0
206634,1
206635,1
206636,1
206637,1
206638,0
206639,1
206640,1
206641,1
206642,1
206643,0
206644,1
206645,0
206646,1
206647,1
206648,0
206649,1
206650,1
206651,1
206652,0
206653,0
206654,0
206655,1
206656,1
206657,0
206658,1
206659,1
206660,1
206661,0
206662,0
206663,0
206664,1
206665,0
206666,1
206667,0
206668,1
206669,0
206670,0
206671,0
206672,1
206673,0
206674,0
206675,0
206676,1
206677,0
206678,0
206679,1
206680,0
206681,1
206682,0
206683,1
206684,1
206685,0
206686,0
206687,0
206688,0
206689,0
206690,1
206691,0
206692,1
206693,1
206694,0
206695,0
206696,0
206697,1
206698,1
206699,1
206700,0
206701,0
206702,0
206703,1
206704,1
206705,1
206706,0
206707,1
206708,1
206709,1
206710,1
206711,1
206712,1
206713,0
206714,0
206715,0
206716,1
206717,1
206718,0
206719,1
206720,0
206721,0
206722,0
206723,0
206724,0
206725,1
206726,1
206727,0
206728,1
206729,1
206730,0
206731,0
206732,1
206733,1
206734,1
206735,1
206736,1
206737,0
206738,1
206739,0
206740,0
206741,1
206742,1
206743,0
206744,1
206745,1
206746,0
206747,1
206748,0
206749,1
206750,0
206751,1
206752,1
206753,0
206754,0
206755,1
206756,0
206757,0
206758,0
206759,0
206760,0
206761,1
206762,1
206763,0
206764,0
206765,0
206766,1
206767,0
206768,1
206769,1
206770,0
206771,1
206772,1
206773,0
206774,0
206775,1
206776,0
206777,1
206778,0
206779,1
206780,0
206781,0
206782,0
206783,1
206784,1
206785,0
206786,0
206787,1
206788,1
206789,0
206790,1
206791,0
206792,1
206793,1
206794,0
206795,0
206796,1
206797,1
206798,1
206799,1
206800,1
206801,0
206802,0
206803,1
206804,0
206805,1
206806,0
206807,1
206808,0
206809,0
206810,1
206811,0
206812,0
206813,1
206814,1
206815,0
206816,0
206817,0
206818,1
206819,1
206820,0
206821,1
206822,0
206823,0
206824,0
206825,1
206826,1
206827,1
206828,0
206829,1
206830,1
206831,0
206832,0
206833,1
206834,1
206835,1
206836,1
206837,0
206838,1
206839,0
206840,0
206841,0
206842,0
206843,1
206844,0
206845,1
206846,1
206847,0
206848,1
206849,1
206850,1
206851,0
206852,1
206853,0
206854,1
206855,1
206856,1
206857,1
206858,0
206859,1
206860,1
206861,0
206862,0
206863,1
206864,1
206865,0
206866,0
206867,1
206868,0
206869,1
206870,1
206871,1
206872,1
206873,1
206874,1
206875,1
206876,1
206877,1
206878,1
206879,1
206880,0
206881,1
206882,1
206883,1
206884,0
206885,0
206886,1
206887,0
206888,0
206889,1
206890,0
206891,1
206892,0
206893,0
206894,1
206895,1
206896,0
206897,0
206898,0
206899,0
206900,1
206901,1
206902,1
206903,1
206904,0
206905,1
206906,0
206907,0
206908,1
206909,1
206910,0
206911,1
206912,1
206913,1
206914,1
206915,1
206916,1
206917,0
206918,1
206919,1
206920,1
206921,1
206922,0
206923,0
206924,0
206925,0
206926,0
206927,1
206928,0
206929,0
206930,0
206931,0
206932,0
206933,1
206934,1
206935,0
206936,0
206937,1
206938,0
206939,1
206940,1
206941,1
206942,0
206943,0
206944,0
206945,0
206946,1
206947,0
